district_name,rep_incumbent,dem_incumbent,obama_2012_margin,dem_2014_margin,hillary_2016_margin,dem_2016_margin,elasticity,rep_running,dem_running,dinc14,rinc14,dinc16,rinc16
NM-01,0,0,0.0594,0.1154,0.0869,0.1458,1.01,TRUE,TRUE,1,0,1,0
NM-02,0,0,-0.0546,-0.1153,-0.0681,-0.1332,1.14,TRUE,TRUE,0,0,0,1
NM-03,0,1,0.0744,0.1447,0.0729,0.1185,0.93,TRUE,TRUE,1,0,1,0
NY-01,1,0,-0.0171,-0.0185,-0.0747,-0.0877,1.02,TRUE,TRUE,1,0,0,1
NY-02,1,0,0.0026,-0.1581,-0.058,-0.1267,1.01,TRUE,TRUE,0,1,0,1
NY-03,0,1,-0.0065,0.0745,0.0203,0.0243,0.95,TRUE,TRUE,1,0,1,0
NY-04,0,1,0.0485,0.0565,0.0383,0.0903,1.04,TRUE,TRUE,1,0,1,0
NY-05,0,1,0.3891,N/A,0.3598,0.3624,0.79,FALSE,TRUE,0,0,1,0
NY-06,0,1,0.1666,N/A,0.1587,0.2241,1.01,FALSE,TRUE,0,0,1,0
NY-07,0,1,0.376,0.4386,0.382,0.4023,0.82,FALSE,TRUE,1,0,1,0
NY-08,0,1,0.3788,N/A,0.3513,N/A,0.74,FALSE,TRUE,0,0,0,0
NY-09,0,1,0.3411,N/A,0.3418,N/A,0.8,TRUE,TRUE,0,0,0,0
NY-10,0,1,0.2268,N/A,0.2953,0.2753,0.93,TRUE,TRUE,0,0,1,0
NY-11,1,0,0.0021,-0.0387,-0.0614,-0.1323,1.12,TRUE,TRUE,0,1,0,1
NY-12,0,1,0.2619,0.3285,0.3494,0.3263,1,TRUE,TRUE,1,0,1,0
NY-13,0,1,0.434,N/A,0.4336,0.4222,0.77,TRUE,TRUE,0,0,1,0
NY-14,0,0,0.2955,N/A,0.2858,0.3233,0.73,TRUE,TRUE,0,0,1,0
NY-15,0,1,0.4503,N/A,0.4393,0.4589,0.77,TRUE,TRUE,0,0,1,0
NY-16,0,1,0.2233,N/A,0.2584,N/A,0.88,FALSE,TRUE,0,0,0,0
NY-17,0,1,0.0577,0.0915,0.093,N/A,0.83,FALSE,TRUE,1,0,0,0
NY-18,0,1,0.0022,0.0255,-0.021,0.0503,1.08,TRUE,TRUE,1,0,1,0
NY-19,1,0,0.012,-0.1205,-0.047,-0.0467,1.01,TRUE,TRUE,1,0,0,0
NY-20,0,1,0.0844,0.1415,0.0603,0.1733,1.06,TRUE,TRUE,1,0,1,0
NY-21,1,0,0.0114,-0.0928,-0.0851,-0.1894,1.21,TRUE,TRUE,0,0,0,1
NY-22,1,0,-0.0217,N/A,-0.0934,-0.0365,1.09,TRUE,TRUE,0,0,0,0
NY-23,1,0,-0.0258,-0.0965,-0.0896,-0.0817,1.08,TRUE,TRUE,0,1,0,1
NY-24,1,0,0.0614,-0.0695,0.008,-0.1117,0.9,TRUE,TRUE,1,0,0,1
NY-25,0,0,0.0791,0.0315,0.0756,0.0563,1.04,TRUE,TRUE,1,0,1,0
NY-26,0,1,0.1311,0.2185,0.0914,0.2403,1.04,TRUE,TRUE,1,0,1,0
NY-27,0,0,-0.0828,-0.1875,-0.1402,-0.1777,1.1,TRUE,TRUE,0,1,0,1
NC-01,0,1,0.1662,N/A,0.1777,0.1976,0.96,TRUE,TRUE,0,1,0,1
NC-02,1,0,-0.0853,N/A,-0.0607,-0.0728,1.01,TRUE,TRUE,0,1,0,1
NC-03,1,0,-0.11,N/A,-0.1322,-0.1777,0.99,TRUE,FALSE,0,1,0,1
NC-04,0,1,0.1339,N/A,0.1964,0.1765,0.94,TRUE,TRUE,1,0,1,0
NC-05,1,0,-0.0915,N/A,-0.1016,-0.0897,1.08,TRUE,TRUE,0,0,0,1
NC-06,1,0,-0.0837,N/A,-0.0865,-0.0977,1.09,TRUE,TRUE,0,0,0,1
NC-07,1,0,-0.0837,N/A,-0.1019,-0.1147,0.88,TRUE,TRUE,0,0,0,1
NC-08,1,0,-0.0716,N/A,-0.0878,-0.0937,0.97,TRUE,TRUE,0,0,0,1
NC-09,0,0,-0.0781,N/A,-0.0708,-0.0877,0.9,TRUE,TRUE,0,0,0,1
NC-10,1,0,-0.1111,N/A,-0.1374,-0.1367,0.95,TRUE,TRUE,0,0,0,1
NC-11,1,0,-0.1235,N/A,-0.1613,-0.1467,1.01,TRUE,TRUE,0,1,0,1
NC-12,0,1,0.1645,N/A,0.1955,0.1643,0.92,TRUE,TRUE,0,0,1,0
NC-13,1,0,-0.054,N/A,-0.0593,-0.0667,0.98,TRUE,TRUE,0,1,0,0
ND-01,1,0,-0.1211,-0.0614,-0.2093,-0.2497,0.98,TRUE,TRUE,0,1,0,1
OH-01,1,0,-0.0566,-0.1027,-0.0651,-0.0978,1,TRUE,TRUE,0,1,0,1
OH-02,1,0,-0.0826,-0.1301,-0.1141,-0.1701,1.08,TRUE,TRUE,0,1,0,1
OH-03,0,1,0.1774,0.1701,0.1589,0.1801,0.99,TRUE,TRUE,1,0,1,0
OH-04,1,0,-0.0996,-0.1472,-0.2041,-0.1855,1.11,TRUE,TRUE,0,1,0,1
OH-05,1,0,-0.0786,-0.1673,-0.1651,-0.2147,1.02,TRUE,TRUE,0,1,0,1
OH-06,1,0,-0.0926,-0.072,-0.2441,-0.2123,1.07,TRUE,TRUE,0,1,0,1
OH-07,1,0,-0.0776,N/A,-0.1831,-0.1943,1.09,TRUE,TRUE,0,0,0,1
OH-08,1,0,-0.1556,-0.1811,-0.3051,-0.2239,1.1,TRUE,TRUE,0,1,0,0
OH-09,0,1,0.1564,0.2075,0.0759,0.1812,1.01,TRUE,TRUE,1,0,1,0
OH-10,1,0,-0.0376,-0.1445,-0.0711,-0.168,0.96,TRUE,TRUE,0,1,0,1
OH-11,0,1,0.3074,0.324,0.2939,0.2968,0.97,TRUE,TRUE,1,0,1,0
OH-12,0,0,-0.0806,-0.181,-0.0921,-0.1962,0.97,TRUE,TRUE,0,1,0,1
OH-13,0,1,0.1094,0.2147,-0.0001,0.1643,1.03,TRUE,TRUE,1,0,1,0
OH-14,1,0,-0.0436,-0.1275,-0.0901,-0.1318,0.93,TRUE,TRUE,0,1,0,1
OH-15,1,0,-0.0566,-0.1307,-0.1121,-0.1677,0.94,TRUE,TRUE,0,1,0,1
OH-16,0,0,-0.0676,-0.1079,-0.1161,-0.1657,1.1,TRUE,TRUE,0,1,0,1
OK-01,0,0,-0.1776,N/A,-0.1636,-0.1702,0.91,TRUE,TRUE,0,0,0,1
OK-02,1,0,-0.1976,-0.2106,-0.2728,-0.105,0.92,TRUE,TRUE,0,1,0,1
OK-03,1,0,-0.2586,-0.257,-0.2899,-0.2961,1.01,TRUE,TRUE,0,1,0,1
OK-04,1,0,-0.1906,-0.2123,-0.21,-0.2167,0.98,TRUE,TRUE,0,1,0,1
OK-05,1,0,-0.1116,-0.0939,-0.0831,-0.1174,0.9,TRUE,TRUE,0,0,0,1
OR-01,0,1,0.0693,0.154,0.1131,0.1116,0.98,TRUE,TRUE,1,0,1,0
OR-02,1,0,-0.1034,-0.2033,-0.1193,-0.2247,1.15,TRUE,TRUE,0,1,0,1
OR-03,0,1,0.2249,0.3162,0.2475,N/A,0.95,FALSE,TRUE,1,0,0,0
OR-04,0,1,0.015,0.1387,-0.0105,0.0774,0.94,TRUE,TRUE,1,0,1,0
OR-05,0,1,-0.0022,0.1072,0.0116,0.0486,1.01,TRUE,TRUE,1,0,1,0
PA-01,1,0,-0.0115,N/A,-0.0007,N/A,1.02,TRUE,TRUE,0,0,0,0
PA-02,0,1,0.2606,N/A,0.2343,N/A,0.88,TRUE,TRUE,0,0,0,0
PA-03,0,1,0.4038,N/A,0.4174,N/A,0.72,TRUE,TRUE,0,0,0,0
PA-04,0,0,0.0476,N/A,0.0891,N/A,0.98,TRUE,TRUE,0,0,0,0
PA-05,0,0,0.1201,N/A,0.1343,N/A,1.01,TRUE,TRUE,0,0,0,0
PA-06,0,0,-0.0034,N/A,0.0374,N/A,1.04,TRUE,TRUE,0,0,0,0
PA-07,0,0,0.0158,N/A,-0.0054,N/A,0.97,TRUE,TRUE,0,0,0,0
PA-08,0,1,0.0406,N/A,-0.0606,N/A,1.05,TRUE,TRUE,0,0,0,0
PA-09,0,0,-0.1009,N/A,-0.1882,N/A,1.1,TRUE,TRUE,0,0,0,0
PA-10,1,0,-0.0531,N/A,-0.0576,N/A,1.01,TRUE,TRUE,0,0,0,0
PA-11,1,0,-0.1339,N/A,-0.1466,N/A,1,TRUE,TRUE,0,0,0,0
PA-12,1,0,-0.1453,N/A,-0.2011,N/A,1.01,TRUE,TRUE,0,0,0,0
PA-13,0,0,-0.1944,N/A,-0.2474,N/A,0.96,TRUE,TRUE,0,0,0,0
PA-14,0,0,-0.1091,N/A,-0.1609,N/A,1.08,TRUE,TRUE,0,0,0,0
PA-15,1,0,-0.1565,N/A,-0.2359,N/A,1.06,TRUE,TRUE,0,0,0,0
PA-16,1,0,-0.044,N/A,-0.1155,N/A,0.97,TRUE,TRUE,0,0,0,0
PA-17,1,1,-0.0424,N/A,-0.0246,N/A,1.01,TRUE,TRUE,0,0,0,0
PA-18,0,1,0.1237,N/A,0.1311,N/A,0.98,FALSE,TRUE,0,0,0,0
RI-01,0,1,0.1539,0.1263,0.1243,0.1419,1.17,TRUE,TRUE,1,0,1,0
RI-02,0,1,0.0926,0.1528,0.0257,0.1486,1.13,TRUE,TRUE,1,0,1,0
SC-01,0,0,-0.0875,N/A,-0.0854,-0.1195,0.97,TRUE,TRUE,0,0,0,1
SC-02,1,0,-0.1213,-0.11,-0.1043,-0.1324,1.08,TRUE,TRUE,0,1,0,1
SC-03,1,0,-0.1637,-0.1841,-0.209,-0.2347,0.96,TRUE,TRUE,0,1,0,1
SC-04,0,0,-0.1361,-0.3227,-0.1468,-0.1899,1.01,TRUE,TRUE,0,1,0,1
SC-05,1,0,-0.0763,-0.0597,-0.1073,-0.1094,0.9,TRUE,TRUE,0,1,0,1
SC-06,0,1,0.1884,0.2709,0.1769,0.2117,0.94,TRUE,TRUE,1,0,1,0
SC-07,1,0,-0.0616,-0.0704,-0.1084,-0.1158,0.92,TRUE,TRUE,0,1,0,1
SD-01,0,0,-0.1117,-0.1358,-0.171,-0.1467,1.01,TRUE,TRUE,0,1,0,1
TN-01,1,0,-0.2585,N/A,-0.3028,-0.3412,0.95,TRUE,TRUE,0,0,0,1
TN-02,0,0,-0.205,-0.2331,-0.1953,-0.2621,0.91,TRUE,TRUE,0,1,0,1
TN-03,1,0,-0.1629,-0.1137,-0.1273,-0.2028,1.01,TRUE,TRUE,0,1,0,1
TN-04,1,0,-0.1833,-0.0925,-0.2269,-0.156,1.04,TRUE,TRUE,0,1,0,1
TN-05,0,1,0.0484,0.1653,0.0847,0.1198,0.88,TRUE,TRUE,1,0,1,0
TN-06,0,0,-0.2205,-0.2263,-0.2611,-0.271,0.98,TRUE,TRUE,0,1,0,1
TN-07,0,0,-0.186,-0.1936,-0.2164,-0.2601,1.06,TRUE,TRUE,0,1,0,1
TN-08,1,0,-0.1873,-0.2126,-0.1946,-0.2384,1.01,TRUE,TRUE,0,1,0,0
TN-09,0,1,0.2699,0.2925,0.2854,0.3007,1.06,TRUE,TRUE,1,0,1,0
TX-01,1,0,-0.2421,-0.2455,-0.2516,-0.2647,1.03,TRUE,TRUE,0,1,0,1
TX-02,0,0,-0.1582,-0.1745,-0.0598,-0.1457,0.95,TRUE,TRUE,0,1,0,1
TX-03,0,0,-0.1724,N/A,-0.0855,-0.1597,0.98,TRUE,TRUE,0,0,0,1
TX-04,1,0,-0.2686,N/A,-0.2868,N/A,0.98,TRUE,TRUE,0,0,0,0
TX-05,0,0,-0.1718,N/A,-0.1575,N/A,0.91,TRUE,TRUE,0,0,0,0
TX-06,0,0,-0.1062,-0.1065,-0.0751,-0.1157,0.96,TRUE,TRUE,0,1,0,1
TX-07,1,0,-0.1277,-0.1255,-0.0038,-0.0677,1.11,TRUE,TRUE,0,1,0,1
TX-08,1,0,-0.2998,N/A,-0.2637,N/A,1.04,TRUE,TRUE,0,0,0,0
TX-09,0,1,0.2674,N/A,0.3039,0.3003,1.07,FALSE,TRUE,0,0,1,0
TX-10,1,0,-0.1233,-0.1164,-0.0587,-0.1044,0.95,TRUE,TRUE,0,1,0,1
TX-11,1,0,-0.3213,N/A,-0.314,N/A,1.03,TRUE,TRUE,0,0,0,0
TX-12,1,0,-0.1978,-0.201,-0.169,-0.2263,1.04,TRUE,TRUE,0,1,0,1
TX-13,1,0,-0.3322,-0.3387,-0.3365,N/A,1.01,TRUE,TRUE,0,1,0,0
TX-14,1,0,-0.1198,-0.1021,-0.1136,-0.1247,1.1,TRUE,TRUE,0,1,0,1
TX-15,0,1,0.0474,-0.0375,0.0629,0.0973,1.06,TRUE,TRUE,1,0,0,0
TX-16,0,0,0.1594,0.2045,0.1309,N/A,1.07,TRUE,TRUE,0,1,0,0
TX-17,1,0,-0.1426,-0.1465,-0.1231,-0.1537,0.97,TRUE,TRUE,0,1,0,1
TX-18,0,1,0.2414,0.2475,0.2539,0.2293,1.05,TRUE,TRUE,1,0,1,0
TX-19,1,0,-0.2696,-0.2865,-0.2786,N/A,1.02,TRUE,TRUE,0,1,0,0
TX-20,0,1,0.0694,N/A,0.0989,N/A,1.11,TRUE,TRUE,0,0,0,0
TX-21,0,0,-0.1406,N/A,-0.0861,-0.1387,0.89,TRUE,TRUE,0,0,0,1
TX-22,1,0,-0.1526,-0.1545,-0.0691,-0.1007,0.93,TRUE,TRUE,0,1,0,1
TX-23,1,0,-0.0328,0.0187,0.0066,-0.0125,1.11,TRUE,TRUE,1,0,0,1
TX-24,1,0,-0.1335,-0.1385,-0.0437,-0.0941,0.86,TRUE,TRUE,0,1,0,1
TX-25,1,0,-0.1327,-0.095,-0.0893,-0.113,0.94,TRUE,TRUE,0,1,0,1
TX-26,1,0,-0.2073,-0.1494,-0.1501,-0.1973,1.03,TRUE,TRUE,0,1,0,1
TX-27,1,0,-0.1326,-0.1241,-0.1332,-0.1227,1.11,TRUE,TRUE,0,1,0,1
TX-28,0,1,0.0895,0.3901,0.0912,0.1733,1.09,FALSE,TRUE,1,0,1,0
TX-29,0,0,0.1467,0.4245,0.2257,0.2456,1.15,TRUE,TRUE,1,0,1,0
TX-30,0,1,0.2828,0.3342,0.301,0.2983,1.07,FALSE,TRUE,1,0,1,0
TX-31,1,0,-0.1284,0.1962,-0.0784,0.1097,1.06,TRUE,TRUE,0,1,0,1
TX-32,1,0,-0.0983,-0.1063,-0.0011,N/A,1.02,TRUE,TRUE,0,1,0,0
TX-33,0,1,0.2069,N/A,0.2436,0.2313,1.17,TRUE,TRUE,0,0,1,0
TX-34,0,1,0.0939,0.136,0.0998,0.1213,1.11,TRUE,TRUE,1,0,1,0
TX-35,0,1,0.1259,0.1819,0.1665,0.1607,1.13,TRUE,TRUE,1,0,1,0
TX-36,1,0,-0.2598,-0.2452,-0.2518,-0.2736,1,TRUE,TRUE,0,0,0,1
UT-01,1,0,-0.3111,-0.1686,-0.2004,-0.2194,1,TRUE,TRUE,0,1,0,1
UT-02,1,0,-0.2192,-0.1219,-0.1008,-0.1508,1.16,TRUE,TRUE,0,1,0,1
UT-03,1,0,-0.3203,-0.233,-0.1806,-0.2403,1.06,TRUE,TRUE,0,1,0,1
UT-04,1,0,-0.2096,0.0031,-0.0579,-0.0711,0.97,TRUE,TRUE,0,0,0,1
VT-01,0,1,0.1626,0.2043,0.0734,N/A,1.12,TRUE,TRUE,1,0,0,0
VA-01,1,0,-0.0605,-0.1171,-0.081,-0.1262,0.93,TRUE,TRUE,0,1,0,1
VA-02,1,0,-0.0094,-0.0584,-0.0272,-0.1203,0.93,TRUE,TRUE,0,1,0,0
VA-03,0,1,0.1564,N/A,0.1521,N/A,0.94,FALSE,TRUE,0,0,0,0
VA-04,0,1,-0.0247,-0.0864,0.1035,0.073,1.03,TRUE,TRUE,0,1,0,0
VA-05,1,0,-0.0557,-0.0998,-0.0881,-0.0888,0.95,TRUE,TRUE,0,1,0,0
VA-06,1,0,-0.1246,N/A,-0.1621,-0.1734,0.98,TRUE,TRUE,0,0,0,1
VA-07,1,0,-0.0786,-0.0926,-0.0711,-0.0822,0.88,TRUE,TRUE,0,0,0,1
VA-08,0,1,0.1666,0.1972,0.2675,0.1715,0.82,TRUE,TRUE,0,0,1,0
VA-09,1,0,-0.1635,N/A,-0.227,-0.2136,0.94,TRUE,TRUE,0,0,0,1
VA-10,1,0,-0.0252,-0.0536,0.0419,-0.0348,1.03,TRUE,TRUE,0,1,0,1
VA-11,0,1,0.113,0.1143,0.1976,N/A,0.9,TRUE,TRUE,1,0,0,0
WA-01,0,1,0.0358,0.0795,0.0776,0.0483,0.96,TRUE,TRUE,1,0,1,0
WA-02,0,1,0.0894,0.1355,0.1094,0.1343,1,FALSE,TRUE,1,0,1,0
WA-03,1,0,-0.0284,-0.0855,-0.0511,-0.1237,1,TRUE,TRUE,0,1,0,1
WA-04,1,0,-0.1313,N/A,-0.1337,N/A,1.05,TRUE,TRUE,0,0,0,0
WA-05,1,0,-0.0701,-0.0775,-0.0828,-0.1017,1.17,TRUE,TRUE,0,1,0,1
WA-06,0,1,0.0569,0.1595,0.0563,0.1093,1.05,TRUE,TRUE,1,0,1,0
WA-07,0,1,0.2943,0.3395,0.3595,N/A,0.81,TRUE,TRUE,1,0,0,0
WA-08,0,0,-0.0115,-0.1035,0.0051,-0.1077,1.05,TRUE,TRUE,0,1,0,1
WA-09,0,1,0.178,0.2375,0.2405,N/A,0.87,FALSE,TRUE,1,0,0,0
WA-10,0,1,0.0584,0.0765,0.0519,0.0813,0.97,TRUE,TRUE,1,0,1,0
WV-01,1,0,-0.1563,-0.1097,-0.2345,-0.1954,1.01,TRUE,TRUE,0,1,0,1
WV-02,1,0,-0.1319,0.0122,-0.2058,-0.0875,1.04,TRUE,TRUE,0,0,0,1
WV-03,0,0,-0.1843,-0.024,-0.2715,-0.2447,1.07,TRUE,TRUE,1,0,0,1
WI-01,0,0,-0.0449,-0.1038,-0.069,-0.1882,1.03,TRUE,TRUE,0,1,0,1
WI-02,0,1,0.1672,0.2141,0.1836,0.1823,1.13,FALSE,TRUE,1,0,1,0
WI-03,0,1,0.0359,0.0947,-0.0324,N/A,1.06,TRUE,TRUE,1,0,0,0
WI-04,0,1,0.2402,0.2528,0.2614,N/A,1.01,TRUE,TRUE,1,0,0,0
WI-05,1,0,-0.1388,-0.166,-0.1172,-0.2005,1.11,TRUE,TRUE,0,1,0,1
WI-06,1,0,-0.0565,-0.0519,-0.1005,-0.111,1.1,TRUE,TRUE,0,0,0,1
WI-07,1,0,-0.0353,-0.0712,-0.1185,-0.1227,1.02,TRUE,TRUE,0,1,0,1
WI-08,1,0,-0.0383,-0.1209,-0.1039,-0.1325,1.09,TRUE,TRUE,0,1,0,0
WY-01,1,0,-0.2312,-0.2199,-0.2681,-0.1799,1.08,TRUE,TRUE,0,1,0,0
